1.864582;0.328262;2.051809
1.864582;0.328255;2.051806
1.864657;0.328272;2.051812
1.864578;0.328255;2.051804
1.864584;0.328264;2.051823
1.864585;0.328256;2.051817
1.864523;0.328237;2.051701
1.864586;0.328258;2.051815
1.864513;0.328274;2.051726
1.864510;0.328276;2.051727
1.864580;0.328257;2.051809
1.864516;0.328273;2.051723
1.864583;0.328263;2.051822
1.864581;0.328264;2.051818
1.864583;0.328258;2.051819
1.864584;0.328258;2.051812
1.864590;0.328266;2.051826
1.864581;0.328297;2.051810
1.864584;0.328259;2.051807
1.864523;0.328284;2.051725
1.864587;0.328260;2.051811
1.864593;0.328254;2.051821
1.864579;0.328258;2.051817
1.864581;0.328257;2.051817
1.864513;0.328272;2.051718
1.864520;0.328283;2.051734
1.864509;0.328285;2.051728
1.864578;0.328250;2.051811
1.864589;0.328227;2.051784
1.864580;0.328254;2.051822
1.864587;0.328262;2.051829
1.864587;0.328255;2.051825
1.864581;0.328255;2.051805
1.864573;0.328251;2.051817
1.864523;0.328269;2.051727
1.864521;0.328275;2.051725
1.864522;0.328282;2.051720
1.864578;0.328252;2.051813
1.864521;0.328278;2.051724
1.864585;0.328255;2.051821
1.864585;0.328252;2.051818
1.864581;0.328262;2.051811
1.864578;0.328257;2.051815
1.864573;0.328300;2.051824
1.864528;0.328286;2.051734
1.864592;0.328265;2.051812
1.864563;0.328293;2.051818
1.864583;0.328254;2.051816
1.864591;0.328257;2.051817
1.864581;0.328255;2.051822
1.864598;0.328231;2.051798
1.864581;0.328249;2.051806
1.864566;0.328290;2.051815
1.864579;0.328267;2.051821
1.864586;0.328259;2.051825
1.864525;0.328273;2.051723
1.864589;0.328263;2.051816
1.864582;0.328254;2.051815
1.864516;0.328274;2.051732
1.864570;0.328291;2.051826
1.864580;0.328260;2.051816
1.864593;0.328226;2.051802
1.864578;0.328256;2.051820
1.864569;0.328290;2.051827
1.864519;0.328281;2.051729
1.864585;0.328261;2.051823
1.864586;0.328257;2.051823
1.864589;0.328250;2.051816
1.864581;0.328248;2.051806
1.864590;0.328252;2.051823
1.864575;0.328294;2.051822
1.864580;0.328252;2.051820
1.864591;0.328247;2.051834
1.864581;0.328255;2.051826
1.864514;0.328278;2.051728
1.864571;0.328295;2.051821
1.864584;0.328288;2.051717
1.864590;0.328263;2.051816
1.864588;0.328258;2.051806
1.864584;0.328259;2.051818
1.864583;0.328258;2.051826
1.864567;0.328285;2.051816
1.864572;0.328297;2.051820
1.864581;0.328252;2.051819
1.864589;0.328250;2.051811
1.864583;0.328252;2.051818
1.864651;0.328268;2.051815
1.864582;0.328253;2.051809
1.864514;0.328268;2.051720
1.864588;0.328244;2.051811
1.864573;0.328294;2.051815
1.864523;0.328274;2.051717
1.864578;0.328248;2.051820
1.864519;0.328270;2.051717
1.864524;0.328252;2.051705
1.864518;0.328270;2.051728
1.864628;0.328300;2.051811
1.864568;0.328288;2.051815
1.864587;0.328249;2.051813
1.864524;0.328270;2.051731
1.864582;0.328257;2.051825
1.864580;0.328246;2.051819
1.864583;0.328255;2.051821
1.864511;0.328272;2.051716
1.864579;0.328255;2.051815
1.864587;0.328228;2.051788
1.864580;0.328254;2.051820
1.864582;0.328252;2.051813
1.864574;0.328251;2.051815
1.864580;0.328259;2.051820
1.864589;0.328258;2.051826
1.864590;0.328226;2.051794
1.864579;0.328250;2.051811
1.864585;0.328261;2.051814
1.864580;0.328266;2.051818
1.864571;0.328288;2.051825
1.864511;0.328277;2.051734
1.864515;0.328269;2.051713
1.864585;0.328251;2.051810
1.864585;0.328255;2.051825
1.864585;0.328253;2.051822
1.864589;0.328252;2.051821
1.864582;0.328251;2.051819
1.864579;0.328258;2.051818
1.864586;0.328251;2.051818
1.864583;0.328244;2.051812
1.864578;0.328248;2.051814
1.864518;0.328265;2.051728
1.864574;0.328252;2.051821
1.864518;0.328263;2.051728
1.864585;0.328253;2.051818
1.864578;0.328252;2.051810
1.864565;0.328285;2.051817
1.864512;0.328277;2.051720
1.864585;0.328260;2.051819
1.864580;0.328258;2.051816
