0.620171;0.204256;0.561499
0.620166;0.204252;0.561507
0.620169;0.204261;0.561511
0.620163;0.204248;0.561509
0.620172;0.204259;0.561510
0.620163;0.204258;0.561512
0.620170;0.204251;0.561503
0.620166;0.204251;0.561507
0.620167;0.204257;0.561509
0.620164;0.204258;0.561517
0.620168;0.204264;0.561516
0.620173;0.204249;0.561499
0.620169;0.204262;0.561518
0.620167;0.204256;0.561515
0.620162;0.204248;0.561522
0.620165;0.204248;0.561499
0.620170;0.204262;0.561508
0.620166;0.204247;0.561513
0.620161;0.204259;0.561514
0.620174;0.204249;0.561511
0.620173;0.204252;0.561514
0.620163;0.204254;0.561507
0.620165;0.204260;0.561512
0.620171;0.204262;0.561508
0.620166;0.204260;0.561509
0.620168;0.204265;0.561508
0.620171;0.204263;0.561509
0.620164;0.204262;0.561501
0.620164;0.204257;0.561515
0.620173;0.204261;0.561505
0.620170;0.204269;0.561506
0.620163;0.204257;0.561512
0.620172;0.204261;0.561512
0.620170;0.204259;0.561507
0.620173;0.204261;0.561505
0.620175;0.204254;0.561522
0.620169;0.204264;0.561507
0.620171;0.204263;0.561510
0.620168;0.204253;0.561515
0.620173;0.204267;0.561516
0.620168;0.204250;0.561510
0.620164;0.204255;0.561506
0.620170;0.204259;0.561499
0.620161;0.204258;0.561506
0.620164;0.204252;0.561503
0.620165;0.204261;0.561509
0.620170;0.204254;0.561499
0.620169;0.204254;0.561511
0.620174;0.204262;0.561512
0.620178;0.204259;0.561508
0.620166;0.204249;0.561519
0.620172;0.204256;0.561523
0.620163;0.204251;0.561506
0.620169;0.204255;0.561508
0.620170;0.204258;0.561511
0.620154;0.204257;0.561504
0.620166;0.204254;0.561512
0.620167;0.204258;0.561517
0.620176;0.204249;0.561520
0.620167;0.204253;0.561512
0.620170;0.204255;0.561511
0.620177;0.204251;0.561515
0.620172;0.204262;0.561507
0.620174;0.204257;0.561516
0.620171;0.204262;0.561508
0.620170;0.204254;0.561502
0.620167;0.204256;0.561500
0.620159;0.204247;0.561514
0.620171;0.204262;0.561510
0.620165;0.204261;0.561509
0.620164;0.204251;0.561511
0.620179;0.204250;0.561508
0.620164;0.204261;0.561514
0.620162;0.204259;0.561508
0.620173;0.204244;0.561514
0.620171;0.204249;0.561497
0.620171;0.204245;0.561511
0.620168;0.204255;0.561510
0.620172;0.204259;0.561508
0.620164;0.204255;0.561517
0.620169;0.204254;0.561513
0.620163;0.204249;0.561517
0.620163;0.204250;0.561499
0.620165;0.204255;0.561506
0.620170;0.204253;0.561521
0.620163;0.204249;0.561511
0.620170;0.204251;0.561503
0.620165;0.204240;0.561516
0.620164;0.204247;0.561506
0.620159;0.204248;0.561510
0.620169;0.204256;0.561505
0.620173;0.204257;0.561515
0.620166;0.204254;0.561513
0.620171;0.204253;0.561508
0.620157;0.204244;0.561506
0.620162;0.204253;0.561512
0.620169;0.204245;0.561513
0.620157;0.204248;0.561508
0.620165;0.204255;0.561513
