1.806296;0.198533;0.612344
1.806305;0.198542;0.612331
1.806330;0.198547;0.612282
1.806331;0.198547;0.612281
1.806297;0.198514;0.612330
1.806338;0.198545;0.612299
1.806333;0.198547;0.612285
1.806318;0.198538;0.612337
1.806311;0.198528;0.612334
1.806341;0.198553;0.612395
1.806264;0.198502;0.612354
1.806333;0.198549;0.612280
1.806311;0.198536;0.612336
1.806334;0.198546;0.612299
1.806336;0.198550;0.612289
1.806334;0.198542;0.612298
1.806292;0.198537;0.612336
1.806337;0.198553;0.612283
1.806339;0.198554;0.612296
1.806309;0.198539;0.612339
1.806333;0.198558;0.612288
1.806297;0.198527;0.612326
1.806334;0.198546;0.612283
1.806310;0.198540;0.612335
1.806332;0.198546;0.612282
1.806294;0.198523;0.612330
1.806293;0.198522;0.612329
1.806328;0.198549;0.612282
1.806339;0.198565;0.612410
1.806306;0.198539;0.612330
1.806322;0.198537;0.612282
1.806332;0.198527;0.612271
1.806301;0.198533;0.612332
1.806330;0.198548;0.612282
1.806287;0.198525;0.612343
1.806314;0.198547;0.612284
1.806318;0.198539;0.612292
1.806332;0.198551;0.612277
1.806297;0.198525;0.612329
1.806408;0.198476;0.612404
1.806308;0.198538;0.612338
1.806337;0.198547;0.612286
1.806326;0.198546;0.612284
1.806343;0.198549;0.612286
1.806310;0.198537;0.612339
1.806314;0.198536;0.612351
1.806340;0.198548;0.612287
1.806336;0.198549;0.612283
1.806297;0.198501;0.612324
1.806338;0.198545;0.612287
1.806332;0.198548;0.612291
1.806289;0.198522;0.612333
1.806333;0.198545;0.612280
1.806309;0.198540;0.612335
1.806308;0.198543;0.612341
1.806337;0.198545;0.612285
1.806387;0.198447;0.612456
1.806319;0.198535;0.612276
1.806328;0.198537;0.612284
1.806329;0.198527;0.612271
1.806333;0.198554;0.612287
1.806308;0.198541;0.612334
1.806307;0.198541;0.612337
1.806295;0.198531;0.612332
1.806312;0.198539;0.612335
1.806297;0.198529;0.612328
1.806309;0.198538;0.612335
1.806339;0.198546;0.612284
1.806309;0.198527;0.612347
1.806335;0.198531;0.612385
1.806300;0.198529;0.612335
1.806319;0.198524;0.612332
1.806314;0.198459;0.612372
1.806309;0.198530;0.612339
1.806324;0.198481;0.612370
1.806332;0.198546;0.612288
1.806324;0.198524;0.612333
1.806340;0.198546;0.612299
1.806329;0.198523;0.612273
1.806328;0.198527;0.612283
1.806297;0.198530;0.612333
1.806336;0.198545;0.612287
1.806308;0.198535;0.612339
1.806334;0.198464;0.612372
1.806311;0.198539;0.612331
1.806312;0.198525;0.612337
1.806336;0.198539;0.612286
1.806313;0.198538;0.612334
1.806307;0.198517;0.612341
1.806308;0.198542;0.612333
1.806312;0.198535;0.612351
1.806313;0.198516;0.612336
1.806348;0.198542;0.612283
1.806308;0.198514;0.612328
1.806315;0.198527;0.612354
1.806336;0.198542;0.612302
1.806337;0.198542;0.612288
1.806318;0.198538;0.612274
1.806311;0.198525;0.612333
1.806307;0.198533;0.612338
1.806310;0.198543;0.612345
1.806331;0.198541;0.612297
1.806332;0.198555;0.612396
1.806309;0.198532;0.612344
1.806339;0.198542;0.612284
1.806332;0.198529;0.612277
1.806325;0.198475;0.612382
1.806337;0.198544;0.612282
1.806318;0.198525;0.612325
1.806295;0.198527;0.612333
1.806315;0.198535;0.612285
1.806339;0.198549;0.612305
1.806304;0.198510;0.612318
1.806286;0.198512;0.612331
1.806319;0.198540;0.612338
1.806344;0.198550;0.612291
1.806354;0.198542;0.612404
1.806305;0.198535;0.612337
1.806310;0.198517;0.612327
1.806350;0.198544;0.612388
1.806313;0.198533;0.612351
1.806309;0.198523;0.612341
1.806305;0.198528;0.612337
1.806315;0.198528;0.612349
1.806329;0.198539;0.612285
1.806337;0.198555;0.612287
1.806314;0.198521;0.612323
1.806330;0.198542;0.612294
1.806332;0.198538;0.612288
1.806331;0.198546;0.612403
1.806319;0.198524;0.612326
1.806329;0.198472;0.612369
1.806293;0.198529;0.612327
1.806305;0.198536;0.612338
1.806309;0.198520;0.612327
1.806347;0.198542;0.612282
1.806331;0.198544;0.612290
1.806330;0.198544;0.612294
1.806339;0.198533;0.612280
1.806330;0.198547;0.612288
1.806308;0.198535;0.612334
1.806338;0.198537;0.612397
1.806335;0.198556;0.612397
1.806317;0.198515;0.612340
1.806318;0.198533;0.612276
1.806311;0.198535;0.612279
1.806299;0.198520;0.612340
1.806331;0.198547;0.612290
1.806306;0.198528;0.612339
1.806329;0.198552;0.612394
1.806332;0.198551;0.612283
1.806293;0.198526;0.612331
1.806293;0.198525;0.612327
1.806310;0.198532;0.612332
1.806327;0.198542;0.612286
1.806330;0.198540;0.612287
1.806329;0.198550;0.612282
1.806330;0.198546;0.612285
1.806333;0.198544;0.612284
1.806300;0.198529;0.612336
1.806293;0.198522;0.612330
1.806334;0.198545;0.612289
1.806337;0.198545;0.612284
1.806370;0.198471;0.612456
1.806341;0.198548;0.612286
1.806312;0.198535;0.612333
1.806340;0.198557;0.612401
1.806299;0.198534;0.612331
1.806294;0.198524;0.612325
1.806296;0.198525;0.612328
1.806309;0.198533;0.612347
1.806313;0.198548;0.612337
1.806298;0.198531;0.612327
1.806339;0.198552;0.612282
1.806296;0.198529;0.612325
1.806311;0.198526;0.612345
1.806302;0.198523;0.612334
1.806312;0.198530;0.612341
1.806316;0.198511;0.612319
1.806314;0.198533;0.612334
1.806319;0.198520;0.612340
1.806324;0.198547;0.612396
1.806337;0.198551;0.612284
1.806318;0.198538;0.612384
1.806342;0.198555;0.612401
1.806311;0.198529;0.612338
1.806313;0.198530;0.612340
1.806292;0.198522;0.612329
1.806319;0.198532;0.612278
1.806336;0.198542;0.612302
1.806335;0.198538;0.612291
1.806329;0.198554;0.612265
1.806315;0.198537;0.612331
1.806340;0.198542;0.612299
1.806308;0.198536;0.612336
1.806313;0.198529;0.612340
1.806335;0.198538;0.612301
1.806339;0.198551;0.612285
1.806338;0.198540;0.612283
1.806354;0.198493;0.612326
1.806301;0.198518;0.612339
1.806338;0.198551;0.612291
1.806321;0.198538;0.612278
1.806302;0.198516;0.612340
1.806340;0.198527;0.612272
1.806321;0.198537;0.612279
1.806352;0.198488;0.612319
1.806335;0.198544;0.612282
1.806314;0.198526;0.612350
1.806336;0.198546;0.612300
1.806338;0.198543;0.612288
1.806308;0.198509;0.612317
1.806338;0.198552;0.612292
1.806318;0.198528;0.612340
1.806338;0.198548;0.612286
1.806332;0.198527;0.612271
1.806323;0.198519;0.612284
1.806335;0.198549;0.612399
1.806321;0.198530;0.612276
1.806342;0.198548;0.612282
1.806310;0.198536;0.612335
1.806336;0.198533;0.612292
1.806327;0.198480;0.612371
1.806338;0.198556;0.612288
1.806346;0.198525;0.612280
1.806335;0.198542;0.612300
1.806307;0.198529;0.612342
1.806314;0.198533;0.612339
